gene_symbol	gene_length
UROS	25877
MCHR2-AS1	5305
RNU6-57P	103
TOMT	1209
FAM205BP	8167
GSPT1	18005
GSPT2	2791
PRDX1	6273
PRDX2	5043
PRDX3	4280
PRDX4	3809
TRBV24OR9-2	435
CCNT2P1	1315
PRDX5	1919
RNU6-1083P	107
PRDX6	3358
CBLL1	10685
FBXO3-DT	762
RNU6-28P	107
RCHY1	17390
CBLL2	1549
SMCHD1	79968
EFHD1	7773
PLAA	9916
EFHD2	3321
OR9A2	933
IMMP1LP1	488
IMMP1LP2	492
OR9A4	3111
IMMP1LP3	224
SLC16A12-AS1	883
HMBOX1	24709
LCMT1-AS1	3644
TFPI2	5839
LCMT1-AS2	8267
OR51B8P	769
TXNDC11	12367
RNU6-1186P	97
RNF40	24171
ILRUN-AS1	2484
RNU6-1054P	104
TXNDC12	4335
RNF41	22214
OCA2	7957
ZNF518A	36486
RNF43	23653
ZNF518B	18445
TXNDC15	13214
TFPI	22012
TXNDC16	6169
RNF44	9919
OR6B1	6208
TXNDC17	8064
OR6B2	939
H2BP1	2205
OR6B3	1097
H2BP2	5606
RANP1	651
H2BP3	380
RANP2	229
PLAT	33940
RANP3	276
H2BP5	333
UGT2B26P	1613
PLAU	6379
RANP4	655
RNU6-1289P	106
H2BP6	341
RANP5	655
H2BP7	345
RNU6-1157P	106
RANP6	644
H2BP8	392
RNU6-1025P	104
RANP7	644
TFPT	3495
RANP8	713
H2BP9	433
RANP9	271
CZIB-DT	3591
EEF1A1	51646
EEF1A2	11641
SBNO1-AS1	7487
AASDHPPT	10361
ZBTB7A	8520
FCGRT	18669
P4HB	189619
ZBTB7B	13589
CYP1B1-AS1	34761
ZBTB7C	33000
SCOCP1	349
PIK3R1	29306
PIK3R2	19442
CUBNP1	1790
ZCRB1	23465
PIK3R3	22308
CUBNP2	1139
RNU6-1128P	109
BRAFP1	2703
PIK3R4	9696
CUBNP3	1784
PIK3R5	40010
PIK3R6	9736
SIM1	14601
SIM2	12362
CYP4V2	17993
RLIM	14043
TRMO	7210
PLPBP	6888
EHHADH	8189
NPHP3-AS1	5464
CPHL1P	4835
RNU6-87P	108
TBCEL-TECTA	4283
TRMU	33700
TRBV4-1	373
TRBV4-2	455
IGF2-AS	5571
PCDHGB8P	4846
DHCR24	31456
RCL1	10343
PMCHL1	3534
PMCHL2	4831
GLCCI1	15305
RPL23AP10	466
RPL23AP11	469
PLB1	25618
RPL23AP12	473
RNU6-58P	103
FENDRR	33894
RN7SKP1	307
RN7SKP2	319
RPL23AP14	468
RN7SKP3	358
RPL23AP15	459
ANGEL1	9265
RN7SKP4	322
GNAI1	86610
RPL23AP16	421
SCO1	15414
RN7SKP5	272
PSMC1P1	1320
FAM183DP	399
GNAI2	22333
ANGEL2	17036
RPL23AP17	499
PPARA	17994
SCO2	4710
RN7SKP6	319
DNAH10	60676
PSMC1P2	1204
GNAI3	9044
RPL23AP18	468
FAAP100	14220
RN7SKP7	285
PSMC1P3	1318
DNAH11	19597
RPL23AP19	369
RN7SKP8	358
PSMC1P4	1327
DNAH12	32301
RN7SKP9	299
PSMC1P5	177
PPARD	16518
BLVRA	3759
TIPRL	3725
BLVRB	5221
PSMC1P6	1319
DNAH14	77615
PSMC1P7	1315
PSMC1P8	1296
PPARG	55462
RNU6-1084P	107
DNAH17	34335
PSMC1P9	1335
WDTC1	17873
RNU6-29P	107
TRBJ2-2P	46
PLAG1	13492
PPP1R21-DT	555
SUGT1P4-STRA6LP	4736
MAD2L1-DT	7272
NCKAP1	28874
BTN2A3P	10486
CLEC4GP1	870
ARMC10	21376
SCOC	17060
NCKAP5	16683
ARMC12	4069
RNU6-1187P	110
RSL24D1P1	493
RNU6-1055P	107
RSL24D1P2	366
RSL24D1P3	495
FAM89A	4062
RSL24D1P4	484
RSL24D1P5	491
LARP4B	45405
FAM89B	3997
RSL24D1P6	401
OR6C1	3119
OR6C2	3787
ARL13A	3847
APOBEC3B-AS1	691
RSL24D1P8	492
OR6C3	2383
ARL13B	79455
PLVAP	3182
RSL24D1P9	472
OR6C4	11176
OR6C6	1521
UGT2B27P	1620
ABHD14A	4232
M1AP	13992
ABHD14B	12619
RNU11	134
RNU12	150
RNU6-1158P	107
MICB-DT	3375
RNU6-1026P	108
CRYZL1	23652
LARP4P	2177
LACRT	2060
VCX2	815
EEF1B2	7980
ZCWPW1	14020
ZCWPW2	6880
ZBTB8A	9020
BSG-AS1	4620
ZBTB8B	12831
SPATA3-AS1	12992
RPL36AP6	321
ZGLP1	3959
CUPIN1P	1157
TRBV7-1	380
RNU6-1129P	104
TRBV7-2	394
TRBV7-3	397
TRBV7-4	347
TXNL1P1	554
TRBV7-5	345
TRBV7-6	392
TRBV7-7	347
TRBV7-9	347
RAET1E-AS1	2135
ISCA1	4503
RNU6-88P	100
ISCA2	4846
GLB1L2	13632
PAXIP1-AS2	20037
GLB1L3	19918
MESTP1	994
MESTP2	889
PCDHGB9P	2297
MESTP3	968
WTAPP1	4699
MESTP4	1204
RPL23AP20	421
PRAL	3286
RNU6-59P	107
RPL23AP22	453
RPL23AP23	471
RPL23AP24	385
RPL23AP25	463
EXOC1L	1448
RPL23AP26	464
OR1Q1BP	942
VRTN	3929
RPL23AP27	451
TFR2	22978
THYN1	7097
RPL23AP28	470
SCP2	27300
MAGEA8-AS1	476
RPL23AP29	453
SLC25A24P1	2789
NDUFA10	159172
NDUFA11	8585
SLC25A24P2	510
DUXAP1	463
NDUFA12	14575
DUXAP2	589
NDUFA13	4823
HNRNPCP1	766
DUXAP3	594
CBLN1	4032
RNU6-1085P	107
HNRNPCP2	881
PID1	9560
DUXAP4	613
CBLN2	11364
HNRNPCP3	875
DUXAP5	529
HNRNPCP4	900
DUXAP6	601
CBLN3	3194
CBLN4	3154
DUXAP7	689
DUXAP8	18810
ALOX12B	6434
CDRT1	15628
HNRNPCP6	871
DUXAP9	8835
HNRNPCP7	905
WWC3-AS1	578
HNRNPCP8	888
CDRT4	4187
SUCLA2P1	1370
HNRNPCP9	859
SUCLA2P2	1309
IGHVII-67-1	46
SUCLA2P3	1357
CDRT7	767
PABPC1	84661
TFRC	21631
CDRT8	467
PABPC3	3119
RNU6-1188P	107
RNU6-1056P	107
PABPC4	78960
PABPC5	4468
STXBP5L	34200
TDGF1	4761
CNKSR1	17255
CSF2RBP1	391
CNKSR2	145788
RNU6-1159P	107
CNKSR3	26760
KLF2P1	1042
RNU6-1027P	107
KLF2P2	1039
KLF2P3	1087
TOP1	27814
KLF2P4	1225
RSRC1	53176
RSRC2	24931
GTF2E1	5164
ANP32AP1	1811
GTF2E2	4430
DOCK1	15944
DOCK2	31056
DOCK3	9069
DOCK4	55302
DOCK5	28805
DOCK6	23190
PRB1	2658
OSER1-DT	22758
KRT10-AS1	13397
PRB2	1937
DOCK7	84213
PRB3	2794
DOCK8	79002
DOCK9	66559
PRB4	2218
MIR3689A	78
WASHC3P1	340
NRIP3-DT	12352
MIR3689B	148
MIR3689C	72
CYP4X1	2809
MBTPS1	20785
LAIR1	25556
MBTPS2	10765
MIR3689E	72
LAIR2	2429
MIR3689F	66
SPECC1-DT	1184
PIWIL4-AS1	1525
ZNF646P1	995
OLA1	12531
ARMCX7P	1217
RNU6-89P	100
POC5	13721
PER3P1	829
URGCP	25024
RCN1	9932
RCN2	14644
PLEKHA1	28148
RIIAD1	3945
RCN3	3443
TMEM185AP1	546
PLEKHA2	15726
PLEKHA3	15721
PLEKHA4	11315
RILP	4328
PLEKHA5	36965
RPL23AP30	501
HNRNPFP1	1133
PLGLB1	8746
RPL23AP31	467
PLEKHA6	21428
PLD1	23288
PLD2	15745
PEA15	6789
PLGLB2	5615
RPL23AP32	459
PLEKHA7	37848
PLD3	22320
RPL23AP33	452
PLEKHA8	29356
TXN2	4834
PLD4	8976
RPL23AP34	410
PABPC1L2B-AS1	1167
RPL23AP35	501
PLD5	23182
PLD6	2578
RPL23AP36	458
PKDCC	9793
RPL23AP37	549
RPL23AP38	469
RPL23AP39	405
HNRNPUL1	35991
SMIM2-IT1	478
HNRNPUL2	5653
CELSR1	44367
OLAH	7231
CELSR2	18215
ALDH16A1	15868
RNU6-1086P	100
CELSR3	21427
TFAP4	13480
GRTP1-AS1	2503
LARP1	58082
IMPDH1P2	1544
CHCHD10	2759
LARP4	34987
IMPDH1P3	1549
IMPDH1P4	1534
MARCKSL1P1	541
LARP6	6989
IMPDH1P5	1540
TCAF1P1	2233
MARCKSL1P2	976
IMPDH1P6	1514
LARP7	46803
APELA	4972
LACTB	5800
IMPDH1P7	1502
RNU6-1189P	107
SFPQ	11912
RNU6-1057P	102
IMPDH1P8	1525
IMPDH1P9	1314
OR9S24P	403
H2BS1	467
IKBKB-DT	6464
FASLG	2722
SEH1L	19063
TCTA	5880
UGT2B29P	973
ABHD16A	17548
ABHD16B	1491
IGHVII-51-2	259
RNU6-1028P	93
MOCOS	6614
IQCB2P	1633
GTF2F1	7851
NR4A1AS	1229
NHP2P1	462
SLC35E1P1	864
GTF2F2	4122
NHP2P2	460
NCAN	9876
TCAF1	14237
TCAF2	27478
THUMPD1	13820
THUMPD2	12062
SPNS1	17828
PRC1	20099
THUMPD3	14884
SRMS	4082
SPNS2	9995
BTF3P1	495
SPNS3	5922
BTF3P2	487
NT5DC1	8910
BTF3P3	414
NT5DC2	16369
NT5DC3	11049
BTF3P4	495
TLR1	10455
BTF3P5	467
NT5DC4	10950
COBLP1	905
BTF3P6	499
TLR2	14468
MIR103A1	78
SLC2A4RG	7502
MIR103A2	78
TLR3	13051
BTF3P7	488
TLR4	20219
BTF3P8	526
TLR5	16351
BTF3P9	283
TLR6	11381
EEF1B2P1	672
TLR7	5302
TLR8	7583
EEF1B2P2	676
TLR9	3352
EEF1B2P3	678
SERPINH1P1	1249
EEF1B2P4	348
EEF1B2P5	548
EEF1B2P6	673
EEF1B2P7	676
PRCC	7597
EEF1B2P8	671
IL12A	7140
FGGY-DT	15261
PRCD	15430
IL12B	2364
PLEKHB1	20703
PLEKHB2	28689
RN7SL800P	280
KIAA1143P1	445
TFDP1	8810
RPL23AP40	390
KIAA1143P2	440
TFDP2	38633
STXBP5-AS1	118715
RPL23AP41	458
CALM1	17606
LATS2-AS1	632
TFDP3	1693
RPL23AP42	471
TDGF1P1	527
CALM2	19731
RPL23AP43	471
CALM3	15771
RFNG	16857
TDGF1P2	562
RPL23AP44	473
TDGF1P3	2710
RPL23AP45	468
LINC02200	9813
RPL35AP	326
TDGF1P4	520
PRCP	100047
RPL23AP46	490
LINC02201	7848
TDGF1P5	453
RPL23AP47	460
KDM3AP1	1239
LINC02202	12143
LINC02203	4455
TDGF1P6	448
RPL23AP48	488
TDGF1P7	559
LINC02204	3206
RPL23AP49	2626
UBOX5	9293
LINC02205	239
LINC02206	719
C20orf202	2406
LINC02207	50312
SAA2-SAA4	743
SYNPO2L-AS1	5554
C20orf203	6780
KLF8P1	1061
LINC02208	17860
C20orf204	11089
PIF1	12450
RNU6-1087P	101
LINC02209	8418
OFD1	85045
MIR93	80
PODN	17806
QRFP	2064
MIR95	81
DHX15	13417
MIR96	78
DHX16	7028
PLEC	198582
H2ACP1	364
MIR98	119
H2ACP2	258
PRXL2A	14271
FGF10-AS1	1894
PRXL2B	24804
EVI2A	6142
PRXL2C	8599
EVI2B	3534
DIABLO	26082
EMP2P1	352
GPSM1	14651
PLEK	3502
GPSM2	71436
NAT8B	765
GPSM3	6723
NFKBIL1	5517
CIBAR1	20436
UFM1P1	248
SESTD1	17604
UFM1P2	263
CIBAR2	3655
MEF2C-AS1	26276
OR6F1	7184
MEF2C-AS2	4866
UFM1P3	253
RPL35AP2	327
OCLNP1	679
RPL35AP3	288
FBLIM1	15819
RPL35AP4	102
RPL35AP5	328
ABHD17A	18687
RPL35AP6	322
TMEM212-AS1	868
NAT8L	6056
ABHD17B	4377
RPL35AP7	312
ABHD17C	8021
RPL35AP8	240
RNU6-1029P	107
RPL35AP9	323
EEF1E1	3757
RIN1	16344
PIFO	7492
RIN2	22298
RIN3	22163
PEG10	33093
TRIOBP	30564
RILPL1	13243
HAVCR1	8164
RILPL2	1752
HNRNPLP1	1501
HAVCR2	6149
PEG13	5650
HNRNPLP2	1570
CLEC4OP	1831
ZNF230-DT	9055
MIR103B1	62
CYP4Z1	2699
MIR103B2	62
LINCR-0001	5632
LINCR-0003	17224
MFAP3L	18282
SIDT1-AS1	465
TFGP1	1207
NDUFB10P1	521
NDUFB10P2	478
MAPK10	477893
MAPK11	6905
SLPI	596
EHBP1	29668
LINC02500	1821
MAPK12	23056
LINC02501	2313
MAPK13	14696
LINC02502	642
SFR1	3429
HERC1	26722
MAPK14	19371
LINC02503	1432
RINL	11712
HERC2	36995
MAPK15	8374
LINC02504	4949
ZCCHC14-DT	3496
HERC3	16003
LINC02505	5248
SLC25A14P1	901
HERC4	39295
LINC02506	13474
RN7SL801P	302
HERC5	11171
LINC02507	4791
RPL23AP50	455
HERC6	12268
LINC02508	426
ST20-MTHFS	2170
LINC02509	2616
XIAP-AS1	482
ATP6V1FNB	3883
CALN1	37754
RPL23AP52	478
CRAMP1	19220
RPL23AP53	1563
RPL23AP54	419
HJURP	14009
SUN1	57881
SUN2	33815
LINC02210	24453
RPL23AP55	452
DICER1	74150
RPL23AP56	453
LINC02211	6471
SUN3	9391
RPL23AP57	466
LINC02212	2946
SUN5	3446
RPL23AP58	469
LINC02213	1292
TADA1	4635
RPL23AP59	461
LINC02214	707
CLLU1-AS1	686
GLDCP1	2678
LINC02215	543
TADA3	9462
LINC02216	581
AP3S1	6433
LINC02217	19143
SCML2P1	1100
AP3S2	15777
KRT87P	3164
LINC02218	1752
SCML2P2	540
RNU6-1088P	104
LINC02219	454
NCBP2L	3760
UXS1	16142
FTH1P1	532
PPIAL4A	760
FTH1P2	412
FTH1P3	584
AKAP8L	88174
ALOX15B	12451
ROM1	3640
PPIAL4C	760
FTH1P4	553
ADAM24P	2101
PPIAL4D	760
FTH1P5	545
PPIAL4E	760
FTH1P6	320
FTH1P7	552
PPIAL4F	760
DHX29	10544
PPIAL4G	755
FTH1P8	514
PPIAL4H	760
YBX2P1	760
FTH1P9	355
YBX2P2	1021
RNU6-1059P	98
TAF9P1	515
FOXN3-AS1	1077
TAF9P2	515
FOXN3-AS2	1262
TAF9P3	127
PIGA	33584
PIGB	12453
RLN1	1773
ARL17A	8708
TUBB4BP1	178
RLN2	1661
PIGC	7914
RLN3	1630
ARL17B	13924
H2BU1	7532
TUBB4BP2	798
MEF2A	43205
TUBB4BP3	271
MEF2B	7326
TUBB4BP4	304
PIGF	8606
TUBA1A	15908
MEF2C	90664
TUBB4BP5	427
PIGG	40316
PIGH	9214
TUBA1B	10098
MEF2D	17450
TUBB4BP6	479
FOLR1P1	609
TUBA1C	10363
MAGEA6-DT	966
TUBB4BP7	1234
TUBB4BP8	988
MIDEAS	38396
FBXO34-AS1	2098
HDLBP	57350
MIR9500	65
PIGK	12515
PIGL	14113
PIGM	7038
PIGN	157491
FXNP1	337
GTF2H1	20233
PSMB7P1	514
GTF2H2	19298
PIGO	23571
FXNP2	547
CRYZP1	947
PIGP	8473
GTF2H3	15231
FAM90A20P	1395
CRYZP2	1049
PIGQ	33674
GTF2H4	6850
RN7SL860P	223
GTF2H5	13724
PIGR	4823
PIGS	19445
PIGT	144154
PIGU	5653
CARM1	15108
ZNF271P	15953
PIGV	56551
FNBP1L	15631
PIGW	5956
PIGX	10273
PIGY	1311
LINC02800	1849
OR5D15P	942
PIGZ	6178
LINC02801	5698
LINC02802	1480
LINC02803	1201
LINC02804	4643
LINC02805	20401
IL10	8380
RN7SL831P	319
LINC02806	1918
IL11	5257
LINC02808	6362
ITFG1	17126
IL13	5737
LINC02809	5280
ITFG2	23383
IL15	15718
IL16	51530
IGFL1P1	360
PREB	13042
LINC02510	1576
IGFL1P2	330
IL18	6335
PUDP	7626
LINC02511	7524
IL19	9373
LINC02512	429
RAD1P1	813
LINC02513	500
PLEKHD1	8890
RAD1P2	663
LINC02514	498
PNPT1P1	2315
LINC02515	1257
PNPT1P2	2050
LINC02516	5166
RN7SL802P	299
LINC02517	11503
RPL23AP60	454
LINC02518	1678
ARNT2	19271
FADS1	23106
RPL23AP61	466
LINC02519	2870
IL1A	2017
FADS2	22174
RPL23AP62	453
LDLRAD4-AS1	2190
IL1B	6940
FADS3	18279
RPL23AP63	471
BUB1B	12511
IATPR	1746
RPL23AP64	435
RPL23AP65	468
LINC02220	270
CARMN	46420
RRM1	18616
FADS6	4729
RPL23AP66	479
PREP	11983
LINC02221	3163
RRM2	26855
SLC17A6-DT	4267
RPL23AP67	474
LINC02222	1039
RPL23AP68	445
LINC02223	28195
IGHVIII-26-1	250
RPL23AP69	458
KISS1	714
LINC02224	2217
LINC02225	4069
LINC02226	1587
MCTP1-AS1	527
MTRES1P1	726
ZFRP1	2970
LINC02227	3748
CTAG2	1752
DHX30	30688
LINC02228	7031
RNU6-1089P	104
LINC02229	865
DHX32	6242
APOBEC3AP1	287
DHX33	14780
C21orf91-OT1	1646
DHX34	9499
MORN1	18668
DHX35	19873
TLK2P1	3192
URAHP	4462
OR9G1	3611
MORN2	4053
MORN3	5646
LARS1	163356
TLK2P2	2240
DHX36	22972
DHX37	16030
MORN4	4977
LARS2	36497
DHX38	15517
OR9G4	10268
MORN5	2499
ALKBH3-AS1	5831
MSANTD3-TMEFF1	2069
HNRNPRP1	1695
HNRNPRP2	743
TET1P1	2301
SRP9	7669
ARNTL	47960
TAGAP	11667
MTHFD2P1	4057
TVP23A	22815
MTHFD2P2	247
FAR2P1	5613
TVP23B	13784
MTHFD2P3	221
FAR2P2	9332
OR5B10P	642
GPAT2	29248
TVP23C	15439
AGPAT1	16195
SMC3P1	735
MTHFD2P4	1025
FAR2P3	5427
MCAM	19510
GPAT3	10875
AGPAT2	5822
UXT-AS1	11847
MTHFD2P5	844
FAR2P4	4533
GPAT4	14568
AGPAT3	38068
KLHDC7B-DT	602
MTHFD2P6	1022
AGPAT4	24007
MAGEA10	8324
MTHFD2P7	983
AGPAT5	10703
MAGEA11	8202
MAGEA12	4755
ORC1	6201
MCAT	4199
NOA1	2218
ORC2	9543
RBMS1P1	1156
ORC3	11125
SCTR	6338
C6orf47-AS1	673
ORC4	39364
ORC5	8809
ORC6	10798
SUOX	21836
RBM26-AS1	17339
NCDN	13765
FAM90A21P	1396
ATG16L1	33357
ATG16L2	31274
RN7SL861P	285
ATP6V1B1	7062
ATP6V1B2	12392
PRF1	6595
PXDN	22242
RNF19BPX	625
VCPIP1	9956
LINC02810	3278
RNF19BPY	1550
LINC02811	673
CAP2P1	1390
ATXN8OS	10996
SRPX	8422
LINC02812	1661
TTC12-DT	2248
ABCD1P2	1601
CTNNA1P1	2728
LINC02813	5085
C16orf46	4496
ABCD1P3	605
PSMA1P1	778
LINC02814	5775
ABCD1P4	604
LINC02815	659
IL20	3362
RN7SL832P	1756
ABCD1P5	754
PAEPP1	695
LINC02816	987
RN7SL700P	294
IL21	4493
LINC02817	23541
IL22	1769
LINC02818	353
LINC02819	853
MIR1-1	71
IL24	9320
MIR1-2	85
IL25	2059
ZYG11AP1	837
IL26	1066
IL27	1701
LINC02520	1991
LINC02521	2350
LINC02522	256
TRIM80P	2848
TMPRSS11BNL	6325
LINC02523	4151
EXOC6B	18560
LINC02525	4491
LINC02526	419
RN7SL803P	307
TCAIM	22003
LINC02527	2994
RPL23AP70	460
LINC02528	932
RNU6V	107
RPL23AP71	469
RASA4B	18221
LINC02529	5231
RPL23AP72	435
RPL23AP73	471
RPL23AP74	471
RPL23AP75	451
LINC02230	301
RPL23AP76	458
GNAO1	47175
LINC02231	447
RPL23AP77	463
ANKRD40CL	6482
RRN3	11687
MOCS1	20284
LINC02232	14732
RPL23AP78	470
MOCS2	19728
LINC02233	1072
MOCS3	5112
LINC02234	4913
HNRNPUP1	333
LINC02235	12552
PSAPL1	4646
LINC02236	9491
ISOC1	2523
LINC02237	7201
ISOC2	9155
DHX40	13310
IGHVII-44-2	250
KRT89P	2023
LINC02238	877
LINC02239	2290
MIR1915HG	3799
POGK	12959
PGLS-DT	3654
DPY19L1P1	2594
DPY19L1P2	915
ATP5MFP1	235
ATP5MFP2	259
ATP5MFP3	258
MBLAC1	1944
ATP5MFP4	267
MBLAC2	6213
ATP5MFP5	258
ATP5MFP6	266
HCFC1	21254
HCFC2	11708
NT5C1B-RDH14	3837
TMEM139-AS1	2139
TUBG1P	1358
FOXD2-AS1	2509
NUDT9P1	745
POGZ	48508
PPFIBP1	35835
VPS26A	14141
CITED1	8532
PPFIBP2	36542
VPS26B	10311
VPS26C	21152
H2BW1	915
CITED2	6860
H2BW2	3269
FHAD1-AS1	3105
EVI5L	12498
CITED4	1310
TUBA3C	2907
NOB1	4996
IGHV7-27	330
TUBA3D	1991
PCK1	12204
TUBA3E	1518
IQCA1	19323
hsa-mir-1253	105
PCK2	22327
IGLL3P	434
CKLF-CMTM1	3227
FAM90A22P	1395
BEND3P1	4706
RN7SL862P	298
BEND3P2	2254
ATP6V1C1	15302
BEND3P3	2440
ATP6V1C2	9471
CYYR1	6906
SORD	36916
ITIH1	15376
PRDX1P1	596
PRG2	5196
ITIH2	8579
PRG3	869
WRNIP1	13940
ITIH3	14632
PRG4	22787
MAGEA2B	11140
ITIH4	20603
MIA2	45443
LINC02820	519
ITIH5	26340
LINC02821	578
MIA3	21552
OR5D17P	981
ITIH6	5622
C16orf54	2569
LINC02822	24357
SIT1	3045
CSDC2	3251
LINC02823	7593
GLYAT	6996
NRAP	22108
LINC02824	5436
CIBAR1-DT	3273
LINC02825	974
RN7SL833P	284
LINC02826	14945
NRAS	4326
IL31	927
LINC02827	3645
IL32	29117
FABP5P10	408
LINC02828	2601
FABP5P11	397
NRAV	7261
IL33	11547
LINC02829	1797
IL34	5452
FABP5P12	389
FABP5P13	328
NID1	11204
NID2	11078
YLPM1	29322
FABP5P14	393
RPA3P1	361
FAM111A-DT	8246
HIKESHI	8007
IL37	3466
FABP5P15	214
TESK1	9007
RPA3P2	359
LINC02530	894
TESK2	9118
LINC02531	593
OSTF1	1348
LINC02532	73816
LINC02533	5382
PLEKHF1	4306
LINC02534	969
PLEKHF2	4045
LINC02535	2513
RN7SL804P	298
LINC02536	625
LINC02537	2372
RPL23AP80	424
LINC02538	4569
RPL23AP81	467
LINC02539	2888
RPL23AP82	20700
OR7E140P	1026
RPL23AP83	473
DPY19L4P1	2158
ONECUT1	7569
NFE2	7878
RPL23AP84	464
DPY19L4P2	1621
ONECUT2	16870
RPL23AP85	433
LINC02240	10564
ONECUT3	7185
RPL23AP86	541
C1orf210	2115
LINC02241	89781
NFE4	2768
RPL23AP87	2722
OOEP	2755
LINC02242	641
PELATON	15604
RPL23AP88	454
LINC02243	961
LINC02244	323
LYPLA1	15778
PLGLA	2628
RPL23AP89	255
LYPLA2	9023
LINC02245	9887
LINC02246	4700
PLCE1P1	305
COPS7A	24867
C1orf216	3698
LINC02247	743
MIAT	72951
ADORA2A	18331
LINC02248	6670
COPS7B	33007
RNU6-900P	102
ADORA2B	3397
LINC02249	5807
PRICKLE2-DT	2214
KIRREL3-AS1	586
NCF1	10912
TUT1	10194
KIRREL3-AS2	921
NCF2	10632
KIRREL3-AS3	1768
OR9I1	6211
NCF4	8813
MIR1185-1	86
TIPINP1	757
TUT4	45248
MIR1185-2	86
DHX57	25465
DHX58	9946
TUT7	20722
DSG1-AS1	2182
KHSRP	14120
SOS1	67774
OR6J1	4165
SOS2	13456
NCEH1	15023
RN7SL760P	270
SRRD	5295
TUBA4A	10068
PRDX4P1	574
TUBA4B	3646
ABITRAMP1	541
MIR7-1	110
NAPEPLD	27621
MIR7-2	110
BRMS1L	7399
MIR7-3	110
IQCB1	9611
SPRING1P1	512
SPRING1P2	603
IGLL4P	133
TP53TG3GP	334
ITPK1P1	1248
SETBP1	60948
FAM90A23P	1395
EPB41L1	47824
FAM153CP	167125
RN7SL863P	296
EPB41L2	69492
CNTNAP3B	41106
EPB41L3	53756
RN7SL731P	293
SEMA6A-AS1	3836
TMEM183AP1	290
CNTNAP3C	1728
SEMA6A-AS2	8138
PRH1	5471
EPB41L5	23390
PRH2	3818
POGLUT2P1	1509
IGLV4-3	403
SRRT	21370
MIB1	14676
PNPP1	864
PFKL	30029
MIB2	60049
UVSSA	49446
LINC02830	600
PFKM	48180
LINC02831	22823
RBM22P12	1255
LINC02832	3424
RBM22P13	1244
LINC02833	4190
RAC1P1	580
PFKP	24471
LINC02834	1446
RAC1P2	579
LINC02835	858
RAC1P3	580
RN7SL834P	286
LINC02836	1194
RN7SL702P	292
LINC02837	2190
ATP6V0CP1	618
RAC1P4	579
ATP6V0CP2	207
RAC1P5	576
LINC02838	923
ATP6V0CP3	467
RAC1P6	575
LINC01201	695
LINC02839	1677
ATP6V0CP4	440
CCDC34P1	517
RAC1P7	377
LINC01202	4388
LRMDA	13826
SOST	2296
RAC1P8	527
LINC01203	29814
RAC1P9	392
LINC01204	8260
LINC02540	1888
LINC01205	10788
IL17A	1871
LINC02541	4723
LINC01206	186495
IL17B	1813
LINC02542	16017
IL17C	2088
PCLO	46618
LINC02543	845
LINC01208	7709
ANKRD30BL	9584
SLTM	29773
IL17D	5737
PLEKHG1	21824
LINC02544	672
LINC01209	3242
PLEKHG2	24546
LINC02545	306
TLCD3A	9392
PLEKHG3	39746
CBWD4P	655
IL17F	1739
LINC02546	11089
BISPR	18069
TLCD3B	9630
PLEKHG4	34992
NOCT	4273
GLYATL1P1	1607
LINC02547	3308
RPL23AP90	236
GLYATL1P2	1412
PLEKHG5	67700
LINC02548	8677
SUPV3L1	8469
RPL23AP91	455
PLEKHG6	16329
MIR3150A	80
RNU6-930P	100
LINC02549	674
PLEKHG7	13382
MIR3150B	86
RPL23AP92	255
GLYATL1P4	906
POMT1	136019
RPL23AP93	484
HUS1B	1162
CALR3	2276
POMT2	90746
PDZRN3	20620
RPL23AP94	302
RRP1	11558
LINC02250	8842
PDZRN4	17081
RPL23AP95	265
LINC02251	12401
C1orf220	3153
RPL23AP96	591
LINC02252	1409
RPL23AP97	471
LINC02253	8945
LINC02254	19392
OR7E110P	574
SRRM2-AS1	9492
LINC02255	199
LINC02256	2141
C1orf226	5171
LINC02257	1325
RRP8	11356
LINC02258	777
NUB1	18171
RRP9	1542
FAM8A1	20788
LINC02259	1150
RNU6-901P	106
HMG20A	17131
HMG20B	14423
ZNF322P1	1209
PSMB10	3924
IL4R	21547
PSMB11	1849
F11R	12360
KSR1P1	240
RN7SL790P	298
CSMD1	83979
LL22NC01-81G9.3	992
CSMD2	52863
B3GLCT	5026
CSMD3	61662
PLCB1-IT1	624
ADIRF-AS1	9156
YIPF1	8475
YIPF2	11870
IGHV7-40	296
OR6K2	975
YIPF3	15293
DAP3P1	278
OR6K3	2840
YIPF4	13539
DAP3P2	510
YIPF5	9664
ANKK1	3061
RN7SL761P	278
FABP3P2	399
YIPF6	17084
SPATA17-AS1	420
OR6K6	1172
YIPF7	8846
NELFCD	21484
MS4A10	2311
NOD1	15882
PIDD1	28216
RANBP10	16468
NOD2	25733
PCM1	40903
MS4A12	4260
MS4A13	3298
MS4A14	24879
MYADM-AS1	439
NDEL1	20389
MS4A15	6425
TP53TG3HP	925
NAV2-AS1	660
FAM90A24P	2976
FAM153DP	1483
MS4A18	2402
NAV2-AS2	1016
ATP6V1E1	7751
RN7SL864P	285
RANBP17	42042
NAV2-AS3	598
RN7SL732P	300
NAV2-AS4	1181
ATP6V1E2	7950
LINC01500	35688
SLU7	8472
RN7SL600P	299
NAV2-AS5	3876
NTF6A	560
SLC9A3R1-AS1	565
NAV2-AS6	1686
LINC01501	17215
NTF6B	560
TUBA5P	5584
LINC01502	3693
TAF5LP1	958
NLE1	15709
LINC01503	17361
